61,1397
57,2007
89,1671
61,1322
66,1749
59,1685
62,1548
62,1227
94,1634
78,1148
46,2046
49,1291
50,1118
62,1032
89,1846
56,1132
64,1397
62,1907
60,1030
65,1159
61,1055
54,1240
55,1013
52,1068
63,1520
49,991
60,1203
52,1241
57,2134
68,1896
63,1107
54,1076
44,2169
67,1157
54,1507
62,1190
51,2039
54,2231
55,1086
55,1271
57,1524
47,1269
48,2255
58,1548
62,2095
65,1112
60,1730
33,1226
53,1932
52,1103
56,1082
52,2113
54,1166
57,1460
55,1153
47,993
51,1478
55,1399
55,1779
64,1200
47,1455
50,1398
59,1272
52,2329
65,1086
46,1680
49,1225
47,1248
55,1132
48,1472
41,1378
51,1660
50,1183
48,1009
56,1514
49,1302
56,1238
89,1332
58,1653
61,1030
45,1514
69,1070
52,1237
56,1051
58,1174
51,1021
51,1068
89,2228
57,1145
61,1070
56,1203
63,1494
55,1026
62,1491
55,1098
84,1090
61,1397
56,2023
56,1983
54,1208
58,1039
61,1482
53,1251
57,1357
57,1444
54,1499
48,1920
92,2274
48,1190
53,1108
60,1226
54,1200
54,1870
55,1112
47,2142
49,1393
54,1601
52,1603
62,1758
56,1692
63,1892
61,1548
53,1333
51,1526
59,1688
52,1577
61,1087
57,1202
52,1601
50,1743
53,1096
51,2160
45,2030
56,1541
66,1162
62,1279
52,1251
61,1437
55,1188
55,1072
48,1507
79,1350
53,1892
50,1310
34,1895
59,1098
55,1464
56,2004
73,1390
65,1682
60,1762
62,1114
54,1277
57,1116
72,1373
49,1144
57,2201
62,1282
69,1159
51,1172
64,1716
82,1373
48,2319
62,1562
52,1319
65,1572
62,1199
82,1170
50,1976
58,1220
53,1590
50,1481
53,1473
55,1129
61,1508
55,1969
58,1129
52,1212
60,1202
58,1335
51,1930
56,1307
56,1727
65,1425
72,1373
62,1926
54,1724
62,1890
57,1232
53,1276
65,1122
68,1202
51,1540
56,1477
53,1907
52,1333
65,1762
54,2036
52,1508
54,1361
56,1990
63,1238
60,1397
60,1153
56,1401
54,1345
52,1764
48,1551
55,1203
52,1311
60,1375
55,2231
55,1412
58,1279
56,2213
55,1685
58,1262
49,1638
50,1425
62,1196
58,1431
58,1445
64,1659
63,1165
65,1300
62,1397
56,1509
53,1408
75,1216
52,2065
68,1325
58,1918
57,1388
62,1896
57,2017
61,1977
58,1896
54,1331
55,1554
49,1764
68,1531
66,1517
51,1880
63,1242
53,1413
67,2039
55,1548
58,1290
55,1262
57,1987
49,1485
51,1198
56,1314
55,1958
61,1497
48,1828
69,1350
74,1515
53,1197
59,1346
66,1896
61,1548
51,1862
50,1437
60,1264
55,2033
67,1377
56,1873
60,1562
51,1303
70,1350
60,1213
50,2173
64,2016
67,1539
55,2228
60,1243
56,2284
58,1425
56,1399
54,1437
59,1926
54,1587
54,1310
65,1549
56,1777
61,1977
58,1843
50,1709
55,1257
61,1549
58,1399
54,2122
58,1890
54,1226
68,1721
63,1551
57,1494
54,1246
56,1255
60,1236
50,1252
54,1242
58,2023
50,1437
62,1296
53,1421
58,2204
58,1397
61,1531
56,1669
64,1850
59,1962
57,1494
59,1548
62,1496
52,1338
59,1309
60,1467
58,1674
76,1373
51,1560
55,1990
54,1303
53,1941
55,1265
42,1992
64,1944
54,1425
59,1499
52,1713
58,1791
62,1590
57,1425
59,1698
59,1476
49,1335
55,1443
57,1890
51,2052
56,1588
55,1408
55,2039
70,1621
53,2027
54,1412
58,2016
57,1692
61,1990
56,1893
60,1514
58,1414
55,1326
48,1430
55,1324
37,2242
49,1990
55,2177
49,1341
54,1313
55,1965
57,1441
53,1645
52,1605
48,2325
51,1462
49,1676
55,1812
50,1413
54,1523
55,1399
56,1526
54,1399
46,1549
55,2116
53,1496
48,1440
53,1627
56,2031
53,1358
59,2134
57,1721
60,1541
53,1405
54,1437
54,2023
60,1357
58,1528
53,2293
52,1496
53,1476
47,1597
57,1983
62,1731
55,1611
56,1791
64,1377
76,2090
57,1984
62,1427
50,1476
51,1480
56,1964
49,2241
57,1464
69,1895
55,1702
56,2209
56,1768
59,1549
51,1372
50,1899
51,1795
53,1346
49,1860
61,1350
64,1890
62,1554
51,2001
69,1843
51,1781
65,1596
52,1629
51,1467
60,1377
45,1556
54,1826
52,1813
64,1549
71,1699
45,1877
54,1682
59,1497
50,1711
61,2039
50,1780
55,1499
49,1587
55,1990
67,1659
55,2269
56,1808
48,2013
52,1713
54,1682
57,1534
62,1377
53,2165
63,1737
49,1579
53,1896
51,2196
53,1505
48,1724
58,1990
54,1496
58,2183
48,1926
48,2020
53,1752
54,1848
52,2204
55,1554
51,1580
51,1464
51,1664
51,1735
62,1749
61,1815
47,1877
62,1590
47,1531
58,1758
57,1520
55,1554
54,1521
61,2143
58,1508
53,1505
57,1508
47,1556
60,2036
65,1712
54,1499
54,1754
53,1531
47,1551
54,1753
52,1736
64,1619
63,1903
49,1559
53,1829
64,1514
50,1538
53,1891
58,1548
48,1993
60,1866
55,1528
53,2036
54,1467
54,1896
42,1581
52,1616
59,1838
51,1855
48,1547
57,1779
57,1716
49,1659
53,1567
60,1492
54,2189
58,1518
56,1731
60,1917
52,1458
46,1856
48,1453
53,1674
55,1554
57,2084
48,2093
54,1489
54,1476
50,2189
53,2039
54,2280
48,1536
51,1576
69,1850
45,1484
56,1545
61,1539
55,1883
50,1976
37,1531
54,1890
49,2187
58,1482
61,1699
51,1528
53,1482
53,1549
54,1890
59,1551
66,1990
56,1851
50,2160
59,1614
57,1608
51,1836
59,1716
50,1517
40,2278
51,1526
56,2284
53,1942
51,1502
62,1549
50,1696
53,1629
54,1661
48,1827
58,1607
48,1980
58,1903
77,1815
47,1539
58,1904
50,1529
62,1522
52,1522
52,1990
52,2012
57,1752
54,1956
62,2030
56,1562
58,1698
37,2281
50,1588
48,2143
50,1929
58,1652
56,2134
54,1997
69,1987
47,1580
51,1640
58,2145
51,1816
62,1831
52,2180
56,1654
50,1777
58,1545
54,1968
62,1926
50,1807
66,1773
60,1898
48,1749
50,1678
59,2193
50,2067
51,1598
52,1661
50,1745
60,1721
55,1581
62,1930
57,1713
51,1691
54,1883
53,1633
62,1965
55,1701
62,1562
59,1653
51,1759
54,1652
65,1621
50,1586
58,2154
55,1753
47,2076
53,1990
60,1696
49,1979
60,1974
65,1651
59,1653
50,1696
52,2007
51,1605
47,2061
57,1689
49,1956
53,1598
50,1909
55,2269
60,2008
52,1614
53,1744
61,1680
58,1716
55,1925
54,1718
48,1898
49,1772
57,1785
53,1746
49,1987
54,1949
47,1910
56,1721
52,1713
54,1645
48,1942
65,1965
37,2219
52,1990
48,1791
59,1653
56,1846
58,1858
51,2088
57,2004
62,1699
51,1748
53,1926
50,1907
50,2160
39,1876
50,1901
52,1925
46,2020
57,1807
54,1802
53,1644
55,1887
53,1686
42,1877
57,1753
49,1962
48,1749
55,1694
51,2155
67,1977
45,1885
65,1758
46,1760
53,2130
53,1629
50,2312
54,1903
53,1981
51,2029
55,1926
49,2335
50,1983
49,2297
51,2075
41,1923
52,1925
48,1686
50,1874
48,2065
51,2180
55,1771
46,1860
54,1990
46,2118
50,2333
51,1662
53,2138
45,1726
48,2100
47,2232
49,1880
56,2060
50,1682
67,1948
57,1887
46,1657
54,2269
46,2165
55,1986
51,1783
58,1758
48,2085
68,1758
52,2056
53,2159
48,2013
54,1990
44,1779
56,2038
60,1851
50,1962
50,1688
38,2069
55,2292
57,1898
50,1901
52,1761
47,1817
49,1830
50,1881
50,1716
51,2036
62,1919
51,2024
66,2060
50,2029
64,1817
58,1698
64,1716
54,1774
46,2317
50,1748
53,1997
51,1896
49,1702
49,1796
55,1948
47,1831
64,1701
48,1820
60,1817
56,2094
52,2065
54,1983
56,1892
57,2002
50,2004
51,1797
50,1915
47,1872
47,2133
53,2031
51,1815
55,2313
56,2067
59,1846
61,1896
52,2313
58,2067
55,2136
49,2192
60,1753
52,2003
52,1929
64,1993
50,2091
48,1985
65,2062
45,1736
53,2083
60,1739
63,1815
54,1896
64,2060
51,1808
54,1862
52,1753
63,1977
52,1898
63,1977
47,2113
52,2024
48,1782
53,1816
52,1978
49,2112
49,2043
49,1901
51,2270
58,1831
50,1758
55,1898
59,1932
66,2185
52,2149
47,1765
55,2042
48,2129
67,1815
53,1821
44,1786
50,1858
62,2033
57,1855
53,1938
49,1818
51,1910
53,2016
57,2156
44,2291
47,2077
57,1846
49,2050
57,1897
57,2088
50,2165
53,1785
45,2160
55,1961
58,1797
68,1830
46,1788
52,1802
56,2118
59,1926
63,1887
53,2189
55,2001
52,2261
53,2188
51,2222
53,2142
54,2000
53,2159
62,2076
49,1920
47,1898
53,1954
60,2079
47,2220
56,1807
50,2278
50,1998
48,2082
52,1939
59,2232
51,1830
59,1843
59,1843
48,1878
46,1891
47,1830
63,1896
54,1898
48,1972
71,2062
50,2122
72,2016
50,2059
53,2017
51,1829
52,1990
45,1824
49,2168
47,1875
41,2198
53,2106
86,1923
46,1966
62,1954
65,1903
49,1848
56,1892
52,2183
50,1904
57,1858
52,1935
49,2104
62,2281
51,2039
48,2113
46,1957
47,1994
58,1848
53,2118
51,2155
56,1866
56,2185
59,1948
58,1865
44,1992
57,2304
50,1920
58,1932
53,2216
53,1965
49,1878
48,2190
52,1919
54,1904
51,1958
53,1896
48,1889
46,2183
53,1913
51,1942
56,2316
60,2232
51,2065
47,2010
50,1990
47,1999
46,1916
53,2317
58,1950
61,2033
43,1921
52,1923
47,2112
47,1900
46,1912
53,1968
48,1928
52,1920
46,1892
49,2056
34,2241
56,2185
52,1990
50,1912
58,1972
52,2090
60,2002
52,1962
46,2329
30,2169
63,1962
59,2062
60,2002
61,2107
52,2083
55,2196
54,2121
58,2270
52,1990
50,2180
51,1981
53,1993
52,2058
49,1928
61,2054
60,1990
46,2104
49,1920
56,2084
52,2201
49,2228
54,1954
52,1990
46,2242
58,1930
42,2019
49,2123
47,2107
46,2017
51,1934
57,1990
51,2266
47,1989
52,2081
52,2000
61,1993
61,2030
56,2016
70,1975
50,1961
53,2126
50,1946
56,2237
49,1987
51,2035
49,2106
53,1990
56,2199
49,2079
51,2223
48,2077
49,2232
63,2060
52,1962
49,2061
43,2103
63,2033
50,1960
64,2185
57,1962
52,2270
61,2276
56,1962
53,1997
52,2182
59,2185
58,1990
55,2332
55,2023
58,2213
47,2031
49,2099
57,2028
63,2259
49,2275
56,2033
53,2154
53,2081
55,2062
54,2091
47,2121
66,2185
46,2043
53,2027
48,2070
53,2008
51,2231
50,2013
54,1998
55,2016
57,1990
53,2037
53,2081
47,2092
57,2001
45,2118
49,2159
60,2062
46,2125
49,2001
50,2106
62,2040
50,2077
57,2041
56,2002
59,2040
68,2016
49,2050
53,2058
49,2040
51,2143
52,2078
53,2039
48,2026
56,2216
53,2023
47,2094
47,2180
49,2056
53,2284
61,2193
54,2046
47,2244
51,2278
54,2189
47,2285
51,2189
51,2083
55,2143
48,2158
48,2027
54,2183
51,2160
50,2076
60,2188
52,2067
50,2116
62,2060
48,2147
57,2137
56,2102
62,2039
51,2189
57,2057
55,2188
54,2088
50,2124
47,2161
51,2068
51,2143
52,2316
47,2090
50,2310
54,2097
48,2209
49,2217
48,2080
48,2210
52,2230
50,2140
55,2216
59,2060
57,2062
43,2071
64,2095
66,2204
68,2185
50,2206
47,2209
49,2113
49,2255
52,2081
51,2083
49,2092
49,2115
47,2290
52,2074
51,2081
50,2088
47,2206
51,2209
52,2099
53,2139
46,2181
48,2134
53,2175
50,2143
49,2189
52,2189
45,2158
50,2280
47,2089
59,2185
49,2217
54,2185
48,2142
48,2181
47,2157
55,2143
60,2130
53,2199
58,2258
51,2151
53,2182
50,2246
53,2123
52,2228
49,2112
45,2147
48,2109
53,2134
48,2258
48,2184
52,2138
51,2271
46,2189
50,2173
49,2127
49,2265
47,2168
50,2189
46,2174
49,2281
53,2216
54,2231
49,2156
48,2261
48,2231
52,2276
46,2285
50,2141
49,2225
49,2201
38,2237
62,2185
48,2173
47,2150
52,2306
54,2145
43,2237
52,2149
56,2182
54,2188
52,2159
42,2267
57,2284
48,2161
55,2269
50,2159
51,2193
49,2324
45,2225
52,2183
69,2231
51,2218
53,2193
45,2191
49,2284
50,2213
52,2189
55,2228
49,2207
52,2195
51,2179
47,2173
47,2313
51,2193
49,2299
44,2236
50,2276
50,2310
47,2271
53,2226
30,2287
46,2193
51,2294
49,2260
44,2183
49,2188
50,2231
46,2190
51,2262
46,2334
52,2189
51,2209
46,2256
51,2314
52,2204
49,2284
59,2193
41,2190
46,2189
54,2189
53,2231
49,2250
47,2216
43,2257
59,2283
47,2298
43,2325
50,2217
46,2283
49,2291
51,2254
47,2325
47,2250
45,2325
45,2212
51,2258
44,2229
45,2257
48,2261
45,2309
48,2321
45,2249
47,2270
46,2225
48,2224
45,2267
46,2231
48,2219
46,2269
46,2283
45,2236
50,2269
47,2280
45,2285
49,2321
48,2284
43,2309
48,2283
43,2298
47,2273
49,2267
44,2268
53,2295
53,2258
45,2296
41,2262
48,2332
51,2282
46,2255
42,2297
53,2240
41,2298
49,2306
45,2332
46,2271
48,2297
44,2282
49,2269
43,2297
46,2277
44,2294
42,2277
44,2306
44,2261
49,2283
45,2280
51,2328
45,2274
48,2265
54,2281
52,2282
48,2295
45,2282
49,2275
47,2289
41,2304
43,2267
49,2329
47,2269
42,2329
58,2283
47,2298
49,2283
53,2276
49,2289
43,2298
50,2307
47,2295
49,2283
34,2298
45,2332
49,2325
56,2287
55,2295
47,2295
51,2313
44,2308
44,2291
39,2304
46,2289
50,2295
48,2318
50,2332
52,2293
48,2332
47,2313
50,2305
46,2306
52,2305
42,2306
45,2307
43,2311
38,2319
43,2325
53,2335
55,2316
51,2315
47,2329
47,2327
41,2324
46,2316
42,2335
44,2335
40,2325
46,2324
44,2332
47,2332
39,2317
42,2325
35,2329
39,2325
37,2329
43,2325
49,2333
43,2328
48,2333
40,2329
45,2330
44,2333
46,2333
41,2332
47,2334
38,2335
46,2334
48,2335
42,2335
-1,-1
